beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
3,3.0,2650.0,sqft,8612.0,sqft,98105,1600000.0
2,1.5,1070.0,sqft,1726.0,sqft,98103,850000.0
3,0.5,1941.0,sqft,3726.0,sqft,98103,892700.0
3,2.5,2030.0,sqft,3999.0,sqft,98115,1439000.0
2,1.0,1620.0,sqft,0.39,acre,98178,619000.0
2,2.5,1400.0,sqft,1112.0,sqft,98103,850000.0
3,2.0,2354.0,sqft,4400.0,sqft,98115,938000.0
2,3.5,1155.0,sqft,,,98118,219700.0
3,1.0,1340.0,sqft,7669.0,sqft,98177,785000.0
2,1.0,903.0,sqft,4.06,acre,98146,363500.0
3,1.5,1220.0,sqft,6350.0,sqft,98103,599000.0
2,1.0,1250.0,sqft,4500.0,sqft,98118,500000.0
2,2.0,1040.0,sqft,6800.0,sqft,98133,625000.0
2,1.0,1660.0,sqft,4800.0,sqft,98109,850000.0
1,1.0,744.0,sqft,,,98115,345000.0
2,1.5,805.0,sqft,5000.0,sqft,98107,500000.0
3,1.0,1060.0,sqft,4000.0,sqft,98117,1125000.0
5,3.5,3160.0,sqft,6200.0,sqft,98112,2300000.0
3,3.0,1120.0,sqft,4800.0,sqft,98168,525000.0
4,2.5,1881.0,sqft,1881.0,sqft,98133,870000.0
5,2.5,3460.0,sqft,7464.0,sqft,98144,2425000.0
1,1.0,376.0,sqft,0.23,acre,98199,1000000.0
2,2.0,880.0,sqft,0.23,acre,98126,680000.0
1,1.0,794.0,sqft,,,98121,660000.0
3,2.0,1340.0,sqft,2211.0,sqft,98103,925000.0
4,2.5,2560.0,sqft,6582.0,sqft,98116,1712000.0
4,2.0,2178.0,sqft,6800.0,sqft,98133,880000.0
2,1.0,1180.0,sqft,,,98122,870260.0
4,3.5,3220.0,sqft,6250.0,sqft,98199,2195000.0
3,3.0,2070.0,sqft,4227.0,sqft,98136,730000.0
3,2.5,2131.0,sqft,1036.0,sqft,98119,1520000.0
2,3.0,970.0,sqft,593.0,sqft,98102,769900.0
6,3.5,2430.0,sqft,5580.0,sqft,98108,870000.0
3,2.5,1395.0,sqft,1418.0,sqft,98116,725000.0
3,2.5,1810.0,sqft,6925.0,sqft,98125,922000.0
2,1.0,904.0,sqft,,,98122,520000.0
1,1.0,717.0,sqft,0.27,acre,98109,425000.0
5,3.0,2170.0,sqft,7500.0,sqft,98178,775000.0
4,3.0,3120.0,sqft,9750.0,sqft,98144,1670000.0
3,2.0,1870.0,sqft,4000.0,sqft,98136,849000.0
4,3.5,2285.0,sqft,1792.0,sqft,98116,1500000.0
3,2.5,2783.0,sqft,7206.0,sqft,98199,1640000.0
4,2.0,2540.0,sqft,4700.0,sqft,98107,1280000.0
2,2.0,1734.0,sqft,,,98109,725000.0
2,1.0,1010.0,sqft,0.34,acre,98125,870000.0
3,2.5,1420.0,sqft,1873.0,sqft,98103,890000.0
3,1.0,1410.0,sqft,7080.0,sqft,98118,475000.0
3,2.0,2320.0,sqft,4000.0,sqft,98115,880000.0
1,1.0,553.0,sqft,,,98103,335000.0
3,2.0,1719.0,sqft,1056.0,sqft,98103,1160000.0
4,2.0,2037.0,sqft,3326.0,sqft,98119,1247500.0
1,1.0,954.0,sqft,,,98101,555000.0
2,1.5,1370.0,sqft,938.0,sqft,98115,700000.0
2,1.0,1480.0,sqft,6734.0,sqft,98117,905000.0
5,4.5,3636.0,sqft,6180.0,sqft,98115,2840000.0
3,1.5,1780.0,sqft,4800.0,sqft,98126,650000.0
3,2.0,1094.0,sqft,2332.0,sqft,98108,649995.0
1,1.0,830.0,sqft,5100.0,sqft,98103,695000.0
2,2.0,834.0,sqft,,,98126,351000.0
2,1.5,1035.0,sqft,,,98112,656500.0
4,3.0,2790.0,sqft,0.35,acre,98133,965000.0
2,2.0,859.0,sqft,,,98126,499950.0
4,3.5,5690.0,sqft,7469.0,sqft,98112,3630000.0
2,1.0,772.0,sqft,,,98103,409000.0
3,1.0,1430.0,sqft,0.37,acre,98168,499800.0
3,2.5,1460.0,sqft,1850.0,sqft,98106,575000.0
3,2.5,1386.0,sqft,1065.0,sqft,98107,999950.0
5,3.0,2310.0,sqft,4011.0,sqft,98106,780000.0
2,1.5,1340.0,sqft,4342.0,sqft,98115,675000.0
2,4.0,1291.0,sqft,1361.0,sqft,98116,800500.0
3,2.5,2320.0,sqft,4400.0,sqft,98116,949000.0
3,2.5,2150.0,sqft,0.32,acre,98116,1360000.0
2,2.0,1885.0,sqft,,,98115,550000.0
3,2.0,1425.0,sqft,759.0,sqft,98117,750000.0
3,2.5,1810.0,sqft,1436.0,sqft,98107,1000000.0
2,1.0,1280.0,sqft,2690.0,sqft,98118,859000.0
3,3.0,1480.0,sqft,9127.0,sqft,98117,729000.0
3,3.0,2110.0,sqft,7324.0,sqft,98177,1270000.0
2,1.0,1027.0,sqft,,,98115,300000.0
1,1.0,808.0,sqft,,,98101,730000.0
3,2.5,1569.0,sqft,1553.0,sqft,98107,950000.0
3,3.0,2247.0,sqft,866.0,sqft,98109,1725000.0
3,1.0,1220.0,sqft,5000.0,sqft,98107,750000.0
2,1.0,1060.0,sqft,3250.0,sqft,98103,900000.0
4,2.0,1920.0,sqft,0.41,acre,98118,1210000.0
1,1.0,804.0,sqft,,,98116,425000.0
2,1.0,813.0,sqft,,,98116,452500.0
4,1.5,1740.0,sqft,9205.0,sqft,98146,649950.0
3,1.5,2230.0,sqft,3500.0,sqft,98117,1075000.0
4,2.5,2760.0,sqft,6001.0,sqft,98178,640000.0
3,3.0,1660.0,sqft,625.0,sqft,98118,795000.0
3,2.5,1360.0,sqft,916.0,sqft,98112,805000.0
4,4.5,5200.0,sqft,7653.0,sqft,98118,2600000.0
3,2.5,1573.0,sqft,1255.0,sqft,98107,1030000.0
1,1.0,700.0,sqft,,,98101,645000.0
4,3.0,1700.0,sqft,7320.0,sqft,98146,649000.0
4,3.5,2560.0,sqft,4080.0,sqft,98144,1325000.0
3,2.0,1330.0,sqft,1539.0,sqft,98122,680000.0
4,2.0,2180.0,sqft,5100.0,sqft,98115,838000.0
3,2.0,1350.0,sqft,1055.0,sqft,98103,785000.0
2,1.5,1720.0,sqft,1588.0,sqft,98144,725000.0
4,3.5,3060.0,sqft,0.96,acre,98136,3931000.0
2,2.0,954.0,sqft,0.33,acre,98133,380000.0
2,2.5,1460.0,sqft,1536.0,sqft,98106,599950.0
4,3.0,1540.0,sqft,3060.0,sqft,98105,1108000.0
1,1.0,709.0,sqft,,,98109,470000.0
3,1.5,2560.0,sqft,6150.0,sqft,98118,720000.0
1,1.0,534.0,sqft,,,98119,324000.0
2,2.5,1440.0,sqft,3000.0,sqft,98144,875000.0
1,1.0,627.0,sqft,,,98121,462750.0
3,2.5,1324.0,sqft,2217.0,sqft,98126,649950.0
2,2.0,1290.0,sqft,1192.0,sqft,98125,635000.0
1,1.0,748.0,sqft,0.26,acre,98122,499000.0
2,2.5,1830.0,sqft,,,98116,1730000.0
3,2.0,1660.0,sqft,6120.0,sqft,98115,795000.0
3,1.0,1964.0,sqft,9050.0,sqft,98168,625000.0
3,2.0,1460.0,sqft,1554.0,sqft,98116,759000.0
1,1.0,683.0,sqft,0.29,acre,98119,450500.0
4,2.0,2060.0,sqft,5080.0,sqft,98115,812500.0
4,2.0,1160.0,sqft,4224.0,sqft,98103,710000.0
3,2.0,1540.0,sqft,1124.0,sqft,98144,680000.0
1,1.0,529.0,sqft,,,98118,265000.0
2,1.0,1860.0,sqft,2526.0,sqft,98105,898000.0
1,1.0,648.0,sqft,,,98115,515000.0
5,4.0,4490.0,sqft,5220.0,sqft,98122,1150000.0
6,4.0,2310.0,sqft,5012.0,sqft,98108,849000.0
3,3.5,3130.0,sqft,0.28,acre,98105,2350000.0
2,1.0,2110.0,sqft,8160.0,sqft,98146,376000.0
3,1.5,1590.0,sqft,3797.0,sqft,98108,700000.0
3,2.5,1280.0,sqft,1845.0,sqft,98105,900000.0
2,1.0,840.0,sqft,8150.0,sqft,98118,495000.0
3,2.0,2020.0,sqft,8120.0,sqft,98125,950000.0
4,3.0,3610.0,sqft,8037.0,sqft,98105,2330000.0
4,3.5,2336.0,sqft,,,98115,1080000.0
2,1.0,1040.0,sqft,6103.0,sqft,98133,350000.0
1,1.0,620.0,sqft,,,98119,399000.0
1,1.0,728.0,sqft,,,98119,360000.0
3,2.5,1970.0,sqft,2109.0,sqft,98103,715000.0
4,3.0,2190.0,sqft,5350.0,sqft,98115,1490000.0
4,3.0,2120.0,sqft,7721.0,sqft,98126,920000.0
2,2.0,1415.0,sqft,6.4,acre,98125,449000.0
4,3.5,1835.0,sqft,1750.0,sqft,98103,1299950.0
2,4.5,1670.0,sqft,905.0,sqft,98107,1115000.0
3,3.5,2570.0,sqft,4094.0,sqft,98105,2000000.0
3,2.0,2060.0,sqft,3090.0,sqft,98118,700000.0
3,2.5,1740.0,sqft,1389.0,sqft,98102,1678000.0
5,3.0,2510.0,sqft,5130.0,sqft,98103,910000.0
2,2.5,1000.0,sqft,,,98144,660000.0
3,2.0,1516.0,sqft,5000.0,sqft,98116,1150000.0
3,1.0,940.0,sqft,4850.0,sqft,98136,500000.0
4,2.0,2440.0,sqft,4002.0,sqft,98144,1116000.0
5,4.0,2470.0,sqft,5000.0,sqft,98118,1005000.0
2,2.0,1288.0,sqft,5365.0,sqft,98133,755000.0
4,3.5,3240.0,sqft,4680.0,sqft,98112,1995000.0
2,2.0,693.0,sqft,,,98119,490000.0
3,2.5,1550.0,sqft,1391.0,sqft,98107,825000.0
4,2.0,2080.0,sqft,7740.0,sqft,98106,750000.0
4,3.0,1400.0,sqft,5000.0,sqft,98107,1000000.0
2,2.5,1159.0,sqft,5250.0,sqft,98122,885000.0
2,1.5,901.0,sqft,4800.0,sqft,98107,599000.0
4,3.0,2900.0,sqft,7500.0,sqft,98136,1175000.0
4,2.5,2052.0,sqft,0.38,acre,98178,865000.0
1,1.0,773.0,sqft,,,98121,685000.0
2,2.0,1040.0,sqft,,,98118,345000.0
2,2.0,2353.0,sqft,8750.0,sqft,98116,1160000.0
2,2.0,1212.0,sqft,,,98136,600000.0
5,2.0,2640.0,sqft,2950.0,sqft,98122,1000000.0
2,1.0,1090.0,sqft,4500.0,sqft,98118,580000.0
5,2.5,3960.0,sqft,7680.0,sqft,98199,1850000.0
4,1.5,3030.0,sqft,5400.0,sqft,98112,1500000.0
4,2.5,3080.0,sqft,9300.0,sqft,98168,650000.0
1,1.0,700.0,sqft,,,98119,405000.0
2,1.5,1276.0,sqft,0.54,acre,98103,885000.0
3,1.0,910.0,sqft,7242.0,sqft,98168,480000.0
5,3.5,4180.0,sqft,4080.0,sqft,98109,3000000.0
1,1.0,852.0,sqft,,,98107,430000.0
5,1.5,2830.0,sqft,4000.0,sqft,98118,766000.0
2,1.0,970.0,sqft,5130.0,sqft,98116,600000.0
3,2.0,1576.0,sqft,1238.0,sqft,98122,974999.0
1,1.0,667.0,sqft,,,98115,327500.0
3,2.0,1080.0,sqft,5750.0,sqft,98116,875000.0
2,5.5,2659.0,sqft,0.52,acre,98102,6250000.0
5,5.0,3623.0,sqft,8000.0,sqft,98115,1975000.0
4,3.5,2520.0,sqft,3821.0,sqft,98199,1765000.0
4,3.5,2720.0,sqft,3024.0,sqft,98102,1750000.0
2,2.0,968.0,sqft,656.0,sqft,98103,715000.0
2,2.0,839.0,sqft,,,98133,385000.0
2,3.5,2080.0,sqft,1412.0,sqft,98103,1495000.0
2,2.0,693.0,sqft,,,98119,480000.0
2,2.5,1365.0,sqft,4.05,acre,98118,525000.0
2,1.0,1580.0,sqft,0.52,acre,98178,500000.0
2,1.0,860.0,sqft,6678.0,sqft,98116,750000.0
2,2.0,1038.0,sqft,0.33,acre,98116,600000.0
4,3.0,2860.0,sqft,4182.0,sqft,98103,1600000.0
1,1.0,557.0,sqft,,,98102,370000.0
2,2.0,1644.0,sqft,,,98101,2250000.0
5,2.0,2340.0,sqft,5120.0,sqft,98106,613000.0
3,2.5,1810.0,sqft,1436.0,sqft,98107,1000000.0
2,1.0,2530.0,sqft,5000.0,sqft,98122,700000.0
3,3.5,1820.0,sqft,1099.0,sqft,98122,1125000.0
2,1.0,648.0,sqft,4997.0,sqft,98107,430000.0
2,2.5,1448.0,sqft,0.54,acre,98103,1325000.0
2,1.0,1660.0,sqft,0.28,acre,98125,535000.0
5,3.0,2970.0,sqft,5250.0,sqft,98117,1225000.0
5,4.0,3030.0,sqft,5200.0,sqft,98108,1250000.0
3,2.0,1400.0,sqft,8910.0,sqft,98106,530000.0
2,1.5,900.0,sqft,1.0,acre,98133,549755.0
3,2.0,2740.0,sqft,5000.0,sqft,98144,1278500.0
2,1.0,720.0,sqft,6693.0,sqft,98117,545000.0
4,2.5,1880.0,sqft,3300.0,sqft,98117,1050000.0
3,2.5,1681.0,sqft,3.97,acre,98126,650000.0
4,2.0,3325.0,sqft,6000.0,sqft,98199,1650000.0
5,3.5,4397.0,sqft,6800.0,sqft,98105,3400000.0
3,1.5,1540.0,sqft,6300.0,sqft,98126,689000.0
3,1.0,1530.0,sqft,0.31,acre,98146,435000.0
2,2.0,1015.0,sqft,2.02,acre,98115,468000.0
4,3.0,2340.0,sqft,5023.0,sqft,98108,780000.0
1,1.0,836.0,sqft,,,98121,605000.0
1,1.0,492.0,sqft,,,98146,205000.0
3,3.0,1880.0,sqft,2200.0,sqft,98107,999950.0
2,2.0,1570.0,sqft,3060.0,sqft,98103,849000.0
4,2.5,1806.0,sqft,5000.0,sqft,98118,745000.0
2,2.0,1595.0,sqft,,,98119,945000.0
2,2.0,1526.0,sqft,,,98199,893000.0
3,2.5,1346.0,sqft,1270.0,sqft,98107,899000.0
3,2.0,1600.0,sqft,8640.0,sqft,98117,877500.0
2,2.0,1170.0,sqft,0.42,acre,98112,655000.0
3,2.5,1660.0,sqft,1681.0,sqft,98144,690000.0
1,1.0,707.0,sqft,4.66,acre,98133,325000.0
3,2.0,1390.0,sqft,6656.0,sqft,98116,899950.0
3,2.0,2900.0,sqft,3800.0,sqft,98199,1305000.0
1,1.0,704.0,sqft,1.0,acre,98144,519950.0
3,4.0,2400.0,sqft,5563.0,sqft,98122,1460000.0
3,1.0,1120.0,sqft,4000.0,sqft,98112,985000.0
4,2.0,1710.0,sqft,3250.0,sqft,98117,1170000.0
3,2.0,1880.0,sqft,1751.0,sqft,98122,955000.0
3,3.0,1454.0,sqft,760.0,sqft,98122,890955.0
14,5.0,3884.0,sqft,4968.0,sqft,98106,1300000.0
3,1.5,2300.0,sqft,4100.0,sqft,98107,1125000.0
4,3.0,2520.0,sqft,3000.0,sqft,98105,1025000.0
4,3.0,3335.0,sqft,6000.0,sqft,98115,1325000.0
3,2.5,2118.0,sqft,2466.0,sqft,98118,837000.0
2,1.0,910.0,sqft,4800.0,sqft,98117,825000.0
4,1.0,2080.0,sqft,4845.0,sqft,98117,800000.0
2,1.0,2520.0,sqft,5000.0,sqft,98122,810000.0
3,2.0,1560.0,sqft,5056.0,sqft,98116,965000.0
2,1.0,1130.0,sqft,4388.0,sqft,98199,1180000.0
1,1.0,543.0,sqft,1.21,acre,98121,425000.0
1,1.0,620.0,sqft,6090.0,sqft,98178,524950.0
3,3.0,1720.0,sqft,8370.0,sqft,98177,865000.0
2,2.0,1015.0,sqft,2.02,acre,98115,500000.0
1,1.0,530.0,sqft,2500.0,sqft,98118,390800.0
4,2.0,1350.0,sqft,5300.0,sqft,98106,700000.0
3,2.5,1510.0,sqft,2656.0,sqft,98133,717500.0
1,1.5,1021.0,sqft,,,98101,1099900.0
3,1.0,1730.0,sqft,4200.0,sqft,98103,900000.0
2,2.0,3120.0,sqft,0.33,acre,98118,1050000.0
4,2.5,2172.0,sqft,3431.0,sqft,98105,975000.0
3,3.5,1410.0,sqft,1478.0,sqft,98117,740000.0
1,1.0,578.0,sqft,,,98121,379000.0
2,2.0,1350.0,sqft,4590.0,sqft,98117,960000.0
2,2.0,900.0,sqft,2041.0,sqft,98102,1650000.0
2,2.5,1865.0,sqft,,,98109,890000.0
2,2.0,1174.0,sqft,800.0,sqft,98109,779000.0
3,1.5,1250.0,sqft,0.27,acre,98178,552000.0
5,3.0,3590.0,sqft,6900.0,sqft,98117,1700000.0
3,2.0,1548.0,sqft,1139.0,sqft,98117,850000.0
4,3.0,3030.0,sqft,6960.0,sqft,98115,1119000.0
1,1.0,622.0,sqft,,,98103,387000.0
4,2.0,2245.0,sqft,7892.0,sqft,98178,775000.0
4,3.5,2627.0,sqft,5150.0,sqft,98118,1650000.0
4,2.5,3680.0,sqft,7000.0,sqft,98118,1880000.0
2,1.0,2170.0,sqft,6985.0,sqft,98199,950000.0
3,1.0,1600.0,sqft,3600.0,sqft,98119,1023000.0
2,2.5,2803.0,sqft,,,98101,2320000.0
3,1.5,2120.0,sqft,3880.0,sqft,98105,865000.0
3,2.5,1980.0,sqft,5000.0,sqft,98146,675000.0
3,2.0,1370.0,sqft,3060.0,sqft,98103,1270000.0
1,1.0,723.0,sqft,,,98133,315000.0
4,1.5,1300.0,sqft,4080.0,sqft,98122,975000.0
3,2.0,1060.0,sqft,5290.0,sqft,98106,599000.0
1,1.0,531.0,sqft,,,98121,396000.0
2,1.0,770.0,sqft,5772.0,sqft,98106,490000.0
4,3.0,2470.0,sqft,0.29,acre,98115,1180000.0
3,2.5,2260.0,sqft,4000.0,sqft,98103,1406000.0
2,1.5,1120.0,sqft,966.0,sqft,98103,605000.0
3,3.5,1936.0,sqft,1770.0,sqft,98122,1295000.0
2,2.5,1560.0,sqft,1263.0,sqft,98117,730000.0
2,2.0,1020.0,sqft,776.0,sqft,98118,605000.0
3,2.0,1100.0,sqft,2700.0,sqft,98122,645000.0
3,2.0,2120.0,sqft,6400.0,sqft,98103,1130000.0
2,2.5,1400.0,sqft,824.0,sqft,98102,1062500.0
2,2.0,1429.0,sqft,,,98126,855000.0
3,2.5,1320.0,sqft,1396.0,sqft,98117,835000.0
4,4.5,4790.0,sqft,5000.0,sqft,98144,1750000.0
3,1.0,1070.0,sqft,6535.0,sqft,98168,515000.0
2,2.5,1966.0,sqft,1412.0,sqft,98103,1495000.0
2,2.0,1146.0,sqft,1.0,acre,98116,675000.0
3,2.5,1047.0,sqft,680.0,sqft,98144,720000.0
2,1.5,1760.0,sqft,4000.0,sqft,98144,650000.0
2,2.0,1030.0,sqft,7200.0,sqft,98125,826500.0
3,2.0,1514.0,sqft,990.0,sqft,98107,915000.0
3,1.5,1520.0,sqft,7150.0,sqft,98146,720000.0
4,3.5,3360.0,sqft,6000.0,sqft,98136,1575000.0
3,2.0,1910.0,sqft,7500.0,sqft,98136,725000.0
2,2.5,1550.0,sqft,1131.0,sqft,98122,1051500.0
1,1.0,641.0,sqft,,,98122,349000.0
3,3.0,1190.0,sqft,850.0,sqft,98144,765000.0
4,2.0,2640.0,sqft,3840.0,sqft,98122,700000.0
2,1.5,938.0,sqft,,,98106,425000.0
3,3.5,2206.0,sqft,1500.0,sqft,98103,1116000.0
1,1.0,680.0,sqft,,,98104,355000.0
2,1.0,749.0,sqft,,,98103,489000.0
2,2.0,1353.0,sqft,,,98115,785000.0
1,1.0,250.0,sqft,250.0,acre,98103,159000.0
8,4.0,3136.0,sqft,8636.0,sqft,98146,1005000.0
2,2.0,1149.0,sqft,564.0,sqft,98115,730000.0
1,1.0,861.0,sqft,9600.0,sqft,98126,405000.0
4,2.5,2050.0,sqft,9555.0,sqft,98177,805000.0
2,2.0,1106.0,sqft,,,98109,700000.0
3,3.5,1930.0,sqft,6000.0,sqft,98125,600000.0
4,3.0,3090.0,sqft,0.34,acre,98168,210000.0
3,2.0,2437.0,sqft,6500.0,sqft,98118,1275000.0
2,2.5,1330.0,sqft,856.0,sqft,98105,699950.0
3,2.0,1680.0,sqft,6000.0,sqft,98136,910000.0
2,2.0,834.0,sqft,,,98115,552450.0
2,2.0,1112.0,sqft,1484.0,sqft,98177,675000.0
1,1.0,626.0,sqft,2.63,acre,98115,275000.0
2,1.0,1230.0,sqft,5000.0,sqft,98144,326000.0
4,2.5,2840.0,sqft,4480.0,sqft,98105,1200000.0
2,1.5,1115.0,sqft,745.0,sqft,98107,745000.0
4,2.0,2240.0,sqft,5043.0,sqft,98106,750000.0
3,3.0,1687.0,sqft,,,98115,946000.0
4,3.0,1900.0,sqft,2256.0,sqft,98103,1150000.0
3,3.0,1970.0,sqft,8540.0,sqft,98177,1395000.0
3,2.5,1512.0,sqft,1041.0,sqft,98144,760000.0
1,1.0,696.0,sqft,,,98122,449000.0
2,1.5,806.0,sqft,4001.0,sqft,98106,510000.0
2,2.0,1319.0,sqft,794.0,sqft,98107,838000.0
2,1.0,2300.0,sqft,8799.0,sqft,98168,525000.0
2,1.5,1127.0,sqft,5500.0,sqft,98102,1008000.0
4,2.0,2280.0,sqft,8000.0,sqft,98168,640000.0
2,2.0,1120.0,sqft,1168.0,sqft,98126,789500.0
4,3.0,1960.0,sqft,5200.0,sqft,98136,1270000.0
1,1.0,627.0,sqft,0.34,acre,98101,335000.0
2,2.0,1228.0,sqft,900.0,sqft,98109,900000.0
3,2.0,1800.0,sqft,3172.0,sqft,98117,1130000.0
1,1.0,883.0,sqft,,,98119,500000.0
4,1.0,1190.0,sqft,7320.0,sqft,98106,463900.0
5,5.5,5770.0,sqft,8226.0,sqft,98122,5000000.0
2,2.5,1710.0,sqft,962.0,sqft,98117,875000.0
2,2.0,968.0,sqft,656.0,sqft,98103,700000.0
2,1.0,790.0,sqft,5877.0,sqft,98178,532500.0
1,1.0,376.0,sqft,0.23,acre,98199,1000000.0
6,5.5,4510.0,sqft,0.28,acre,98178,2202718.0
3,2.0,1300.0,sqft,3914.0,sqft,98199,1100000.0
3,3.5,2106.0,sqft,1785.0,sqft,98115,1266000.0
3,2.5,1573.0,sqft,1243.0,sqft,98107,1099950.0
4,2.0,2870.0,sqft,2.27,acre,98168,703500.0
4,3.5,4006.0,sqft,5000.0,sqft,98199,2940000.0
2,1.0,1060.0,sqft,5666.0,sqft,98108,875000.0
1,1.0,562.0,sqft,,,98199,285000.0
3,2.5,1610.0,sqft,1426.0,sqft,98199,840000.0
2,3.0,1212.0,sqft,0.7,acre,98136,600000.0
4,2.5,2390.0,sqft,3570.0,sqft,98115,1350000.0
2,1.0,1080.0,sqft,6000.0,sqft,98199,950000.0
2,1.0,1350.0,sqft,6500.0,sqft,98126,850000.0
4,3.5,2795.0,sqft,6400.0,sqft,98122,1740000.0
2,2.0,1369.0,sqft,,,98116,720000.0
2,1.0,970.0,sqft,2714.0,sqft,98103,1075000.0
3,3.5,1820.0,sqft,1101.0,sqft,98122,1250000.0
3,2.0,1770.0,sqft,7242.0,sqft,98168,500000.0
6,4.0,3280.0,sqft,5650.0,sqft,98118,999950.0
3,1.0,1260.0,sqft,0.32,acre,98168,440000.0
4,2.5,1939.0,sqft,2499.0,sqft,98107,1025000.0
1,1.0,610.0,sqft,,,98101,679950.0
4,3.0,2200.0,sqft,5586.0,sqft,98118,874999.0
3,3.5,3036.0,sqft,,,98121,3250000.0
3,2.5,1861.0,sqft,,,98121,1395000.0
3,2.0,1650.0,sqft,5075.0,sqft,98126,750000.0
1,1.0,722.0,sqft,,,98118,299900.0
3,2.0,1260.0,sqft,2640.0,sqft,98133,615000.0
2,2.5,2714.0,sqft,,,98102,1735000.0
2,2.0,1020.0,sqft,776.0,sqft,98118,605000.0
3,3.5,1471.0,sqft,,,98144,799990.0
3,2.5,1500.0,sqft,1235.0,sqft,98119,1023500.0
2,1.0,1080.0,sqft,6000.0,sqft,98118,650000.0
4,2.5,1544.0,sqft,1562.0,sqft,98117,889000.0
2,2.0,1004.0,sqft,,,98125,320000.0
4,2.0,1470.0,sqft,4000.0,sqft,98118,460000.0
4,2.0,1680.0,sqft,2600.0,sqft,98107,930000.0
4,2.0,2420.0,sqft,3680.0,sqft,98126,948750.0
4,3.5,2011.0,sqft,2421.0,sqft,98136,1130000.0
2,2.0,896.0,sqft,,,98107,549250.0
2,2.0,1415.0,sqft,,,98125,445000.0
2,2.5,840.0,sqft,846.0,sqft,98144,629000.0
1,1.0,434.0,sqft,6600.0,sqft,98102,345000.0
4,2.5,2730.0,sqft,5724.0,sqft,98146,1175000.0
3,1.5,1350.0,sqft,2497.0,sqft,98118,599000.0
3,3.5,1740.0,sqft,2061.0,sqft,98122,840000.0
3,2.5,1940.0,sqft,2880.0,sqft,98118,1140000.0
4,1.0,1340.0,sqft,6000.0,sqft,98144,685000.0
2,2.0,1110.0,sqft,1650.0,sqft,98103,689000.0
3,2.5,1380.0,sqft,1550.0,sqft,98115,613000.0
3,2.5,1400.0,sqft,1001.0,sqft,98136,785000.0
3,2.0,2110.0,sqft,4000.0,sqft,98108,815000.0
1,1.0,557.0,sqft,0.88,acre,98102,399950.0
3,2.0,1830.0,sqft,5850.0,sqft,98126,835000.0
3,2.0,1480.0,sqft,5000.0,sqft,98116,780000.0
3,1.5,1550.0,sqft,8070.0,sqft,98133,835000.0
3,2.0,1670.0,sqft,8573.0,sqft,98146,620000.0
4,2.5,2890.0,sqft,3060.0,sqft,98115,1650000.0
3,3.5,1590.0,sqft,1781.0,sqft,98136,820000.0
1,1.0,630.0,sqft,0.4,acre,98109,439900.0
4,2.0,1440.0,sqft,4560.0,sqft,98126,760000.0
3,2.5,2529.0,sqft,3000.0,sqft,98122,1650000.0
3,3.0,1086.0,sqft,0.37,acre,98144,539950.0
3,2.0,1565.0,sqft,2500.0,sqft,98103,985000.0
2,2.0,916.0,sqft,,,98121,760000.0
3,7.0,2190.0,sqft,5504.0,sqft,98112,1868000.0
2,2.0,1400.0,sqft,3060.0,sqft,98115,530000.0
3,3.5,1352.0,sqft,1680.0,sqft,98115,886000.0
4,4.0,2030.0,sqft,5400.0,sqft,98115,1349000.0
3,2.0,1455.0,sqft,1.0,acre,98117,959822.0
5,4.0,3240.0,sqft,8820.0,sqft,98199,1825000.0
3,2.0,924.0,sqft,0.26,acre,98126,422000.0
2,2.0,1470.0,sqft,,,98115,825000.0
3,2.0,1758.0,sqft,1350.0,sqft,98103,1130000.0
3,2.5,1830.0,sqft,1175.0,sqft,98116,960000.0
2,1.0,1019.0,sqft,,,98107,640000.0
4,3.0,2970.0,sqft,4000.0,sqft,98102,1950000.0
3,3.5,1500.0,sqft,1182.0,sqft,98103,700000.0
3,2.0,2020.0,sqft,6000.0,sqft,98119,900000.0
3,3.5,2188.0,sqft,4920.0,sqft,98112,1700000.0
1,1.0,507.0,sqft,,,98101,460000.0
2,1.5,1131.0,sqft,1.0,acre,98144,699950.0
2,2.0,982.0,sqft,,,98122,705000.0
2,2.0,1889.0,sqft,9601.0,sqft,98112,2750000.0
2,1.0,1440.0,sqft,,,98133,699990.0
2,2.0,789.0,sqft,,,98107,475000.0
2,2.0,1131.0,sqft,6018.0,sqft,98116,575000.0
4,3.0,3300.0,sqft,7700.0,sqft,98199,1995000.0
4,2.0,2510.0,sqft,5460.0,sqft,98115,1025000.0
2,2.5,1580.0,sqft,0.31,acre,98178,1790000.0
1,2.0,966.0,sqft,,,98121,640000.0
1,1.0,703.0,sqft,0.51,acre,98126,350000.0
2,2.0,1220.0,sqft,755.0,sqft,98118,600000.0
9,5.0,3590.0,sqft,4680.0,sqft,98117,1100400.0
6,5.5,4299.0,sqft,6867.0,sqft,98115,3300000.0
1,1.0,900.0,sqft,,,98105,369950.0
3,2.5,1260.0,sqft,1252.0,sqft,98117,750000.0
2,2.5,1048.0,sqft,1048.0,sqft,98115,760000.0
4,1.0,1470.0,sqft,8520.0,sqft,98125,699999.0
1,1.0,1113.0,sqft,9830.0,sqft,98102,595000.0
2,2.0,1570.0,sqft,3250.0,sqft,98103,715000.0
3,2.5,2740.0,sqft,4800.0,sqft,98117,1375000.0
2,2.5,1470.0,sqft,780.0,sqft,98103,885000.0
